address,city,country,,,,,,,latitude,,longitude,,,property_name,,,,room_count,room_type,similar_hotel,,,,sitename,special_tag,state,uniq_id,zone
"Dumri Kothi Campus, Besides Pushpvihar Apartment, Oppt. Big Bazaar lane , Exihibiton Road, 800001 Patna, India – Show map",patna,India,,,,,,,25.61093079,,85.14442116,,,Heritage Residency,,,,30,Deluxe Double Room,Hotel Balaji,,,,http://www.booking.com/,Share,Bihar,eda2d0c8de59ca8a353582004dd26e91,
"Garhwal Mandal Vikas Nigam LTD, Lansdowne, 246155 Lansdowne, India – Great location -",lansdowne,India,,,,,,,29.83722873,,78.68750525,,,Tip N Top Lansdown,,,,17,Deluxe Room,,,,,http://www.booking.com/,Share,Uttarakhand,9326419209fe5b34cc0d792de816d082,
"Near railway station rani bazer bikaner near dack bangla bikaner, 334001 Bikaner, India – Show map",bikaner,India,,,,,,,28.00767272,,73.3160049,,,Suraj Hotel,,,,25,Deluxe Double Room,The Laxmi Niwas Palace,,,,http://www.booking.com/,Share,Rajasthan,df1436f5553996f6ca1a692eea700913,
"Kavanattinkara, 686563 Kumarakom, India – Show map",kumarakom,India,,,,,,,9.623875797,,76.42291839,,,Amrutham Houseboat 4,,,,4,Mobile Home,Aveda Kumarakom,,,,http://www.booking.com/,Share,Kerala,a83162e4f11f28663eaa5e1303f8d99a,
"chuna mandi paharganj new delhi 110055, Paharganj, 110055 New Delhi, India – This neighbourhood is a great choice for travellers interested in city trips, sightseeing, and shopping – Check location Show map",new delhi,India,,,,,,,28.64209285,,77.21100966,,,Hotel Saya,,,,70,Deluxe Room,Hotel Krishna,,,,http://www.booking.com/,Share,Delhi NCR,895065689ee3666131ac0fae3528566b,Paharganj
"Trinity House, No. 773, 3rd stage, 3rd cross, Gokulam, 570002 Mysore, India – Great location -",mysore,India,,,,,,,12.33602952,,76.63064182,,,Varsha Enclave- Trinity House,,,,11,Studio with Balcony,Treebo Golden Castle,,,,http://www.booking.com/,Share,Karnataka,c9415a2758b802553ecbc980615874a4,
"Keerikara PO,Thekkady keerikara, 685533 Vandiperiyār, India – Show map",vandiperiyār,India,,,,,,,9.612581256,,77.06952496,,,Harithavanam Farm House,,,,4,Deluxe Room,Chillax Vagamon,,,,http://www.booking.com/,Share,Kerala,9d13a0311f5ab78763a5eead90f7e47d,
"Somnath Mandir Road Opp Paras Motors, 396210 Daman, India – Show map",daman,India,,,,,,,20.41065882,,72.87857205,,,Hotel Saffron,,,,12,Budget Double Room,Hotel Silver Leaf,,,,http://www.booking.com/,Share,Gujarat,b089971d5720d1f974e021481585fc44,
"Gulab Singh Chowk , City Thana Road, 125001 Hisār, India – Show map",hisār,India,,,,,,,29.16477959,,75.72227418,,,Hotel Medico Residancy,,,,16,Budget Double Room,Hotel Shadaab Inn,,,,http://www.booking.com/,Share,Haryana,a4ba4ca48896fe5f628cb77c7169a275,
"2nd Tito's Lane, Baga, 403516 Baga, India – Show map",baga,India,,,,,,,15.55684454,,73.7537227,,,Hotel Rezos,,,,8,Deluxe Double Room,Zense Resort|Hotel Bonanza,,,,http://www.booking.com/,Share,Goa,2fedbabd563862a6a431c8e44d1ebbd0,
"8641/59, Arakashan Road, Paharganj, Paharganj, 110055 New Delhi, India – This neighbourhood is a great choice for travellers interested in city trips, sightseeing, and shopping – Check location Show map",new delhi,India,,,,,,,28.64580503,,77.21599588,,,Hotel Roopkala Deluxe,,,,16,Standard Double Room,Hotel Sai International|Hotel Shivam International|Neelam Palace Dx,,,,http://www.booking.com/,Share,Delhi NCR,4697e372ba2e4f433605b8c1d7f2b6d1,Paharganj
,kodaikānāl,India,,,,,,,10.244507,,77.49084359,,,,,,,,Double or Twin Room,,,,,http://www.booking.com/,,Tamil Nadu,c93a3ed90f4265701461ddb30528d2ff,
,kodaikānāl,India,,,,,,,10.244507,,77.49084359,,,,,,,,Budget Double Room,,,,,http://www.booking.com/,,Tamil Nadu,66445844efa045d40acfa84311bb230b,
"71 MIG Tajnagri Phase I, Shilpgram Rd, Tajganj, 282001 Agra, India – Show map",agra,India,,,,,,,27.16509457,,78.05389869,,,Indu Dormitory and Guest House,,,,2,Bed in 4-Bed Dormitory Room,N.Homestay,,,,http://www.booking.com/,Share,Uttar Pradesh,61af466437bd98b69e0748d842d2ecab,
"Vishudhi Associates ,Attuvampatty Crush,Vilpatty P O, 624101 Kodaikānāl, India – Show map",kodaikānāl,India,,,,,,,10.26811298,,77.49909282,,,Santhigiri Auyrvedic Heritage - Kodaikānāl,,,,10,Deluxe Double Room,The Peak Resorts,,,,http://www.booking.com/,Share,Tamil Nadu,f2509e5aed2613feee83e04fc89b0580,
"Opp. Hotel Park Gate No.9 Boulevard Road, Golden Dal Lake, 190001 Srinagar, India – Show map",srinagar,India,,,,,,,34.08541828,,74.83620644,,,Appollo Eleven Group of Houseboats,,,,11,Budget Double Room,Houseboat Lily of Nageen,,,,http://www.booking.com/,Share,Jammu & Kashmir,a9d8da473f46e4978c4b5f94ea52c942,
"Near national public school, Fatehpur road, mandawa Jhunjhunu, rajasthan,India, 333001 Mandāwa, India – Show map",mandāwa,India,,,,,,,28.05401233,,75.14528811,,,Hotel Royal Rest,,,,5,Deluxe Double Room,"Hotel Radhika Haveli, Mandawa",,,,http://www.booking.com/,Share,Rajasthan,025b7f0e628196f874594460da8d614e,
"Bhabat road zirakpur, 140603 Chandīgarh, India – Show map",chandīgarh,India,,,,,,,30.65695669,,76.82042262,,,Starlet Resort,,,,8,Standard Double Room,Treebo Chandigarh Grand|Maya Hotel|New Chandigarh Holiday Home,,,,http://www.booking.com/,Share,Chandigarh,bf9d3997565e8237013e6bd10cf55338,
"malagar jagra hobli , attigundi post., 577121 Attigundi, India – Show map",attigundi,India,,,,,,,13.42944466,,75.74721336,,,Malagar valley homestay,,,,5,Deluxe Family Suite,Mountain Valley Homestay,,,,http://www.booking.com/,Share,Karnataka,71fa16363269c9c893c008a945e62141,
"Solitude apartments, Anna vaddo, Candolim ,Bardez, 403515 Candolim, India – Show map",candolim,India,,,,,,,15.52775533,,73.76714665,,,Solitude Penthouse GVR117,,,,117,Deluxe Double Room,,,,,http://www.booking.com/,Share,Goa,0fb80bf90f57865d8fe879ce24bd830b,
"6/5 B, Anil moitra road, Ballygunge, 700019 Kolkata, India – This neighbourhood is a great choice for travellers interested in art, museums, and food – Check location Show map",kolkata,India,,,,,,,22.52476677,,88.37059289,,,Vinayak Apartment,,,,8,Two-Bedroom Apartment,Southern Plaza,,,,http://www.booking.com/,Share,West Bengal,ea3cee9ea7d5dcf1b210e47c70145a5d,Ballygunge
"C-569, Service Rd, Block C, Saraswati Vihar, Pitampur, 110034 New Delhi, India – Show map",new delhi,India,,,,,,,28.69978033,,77.12500915,,,Runway Residency,,,,22,Budget Double or Twin Room,Hotel Good Palace,,,,http://www.booking.com/,Share,Delhi NCR,b806893f9f1f5d060a90eb1ccb0b61b7,
"Cupid Bungalow No.2, Suchi Dham Complex, Near Dindoshi Bus Depot, Goregaon East., 400063 Mumbai, India – Show map",mumbai,India,,,,,,,19.17730483,,72.8670756,,,Sohum Homes,,,,24,Budget Double Room,The Leela Mumbai,,,,http://www.booking.com/,Share,Maharashtra,d2d2a605833e560caa6d964d72728ff0,
"STATION ROAD PADAV CHOURAHA, 474002 Gwalior, India – Show map",gwalior,India,,,,,,,26.2129526,,78.17776898,,,Hotel Mayur,,,,35,Deluxe Room,Ambience Gwalior|Gulmohar Guest House|Hotel Grace,,,,http://www.booking.com/,Share,Madhya Pradesh,54a3df438b361fea51e0ef103ee9d086,
"laxman sahay lane , station road, 823002 Gaya, India – Great location -",gaya,India,,,,,,,24.80299508,,85.00334526,,,Hotel Prem,,,,16,Deluxe Double Room (2 Adults + 1 Child),Bodhgaya Regency Hotel,,,,http://www.booking.com/,Share,Bihar,f645112eec8fae9e31213fa83f866214,
"Model Town,The Mall,Kullu, 175131 Manāli, India – Great location -",manāli,India,,,,,,,32.24265791,,77.18801827,,,Nirankari Group Of Hotels The Mall,,,,32,Super Deluxe Double Room,Sparsh Resort|The Sunshine Heritage,,,,http://www.booking.com/,Share,Himachal Pradesh,5496a889c2b25d281e5ac1dae05eec26,
"Hee Bermiok Bazaar, Kaluk, District---Geyzing, 737113 Rinchingpong, India – Show map",rinchingpong,India,,,,,,,27.2532466,,88.27710986,,,Hotel Silent Valley,,,,9,Double Room,Hotel Norling,,,,http://www.booking.com/,Share,Sikkim,1274b287ebd2f13370a09ef4ebfa8b14,
"Villa No-6, Near Church, Candolim, 403515 Candolim, India – Great location -",candolim,India,,,,,,,15.51529405,,73.77599627,,,Calem Grove,,,,6,Villa with Garden View,Seashell Villas The Villa Resort,,,,http://www.booking.com/,Share,Goa,c0fea210b36a12a5bfc71db1a95c115d,
"144 Gaitonde road Palolem, 403702 Canacona, India – Show map",canacona,India,,,,,,,15.01202474,,74.02683423,,,Charlotte Holiday Rooms,,,,11,Budget Double or Twin Room,The Tubki Resort,,,,http://www.booking.com/,Share,Goa,c05d9f4d2ee12bf37a0cedd161290d1c,
"194/26,27 Police Street, Opposite Roadways Bus Stand, 250001 Meerut, India – Show map",meerut,India,,,,,,,28.98930538,,77.69927144,,,Hotel Chawla,,,,8,Double Room with Private Bathroom,Agarwal Guest House,,,,http://www.booking.com/,Share,Uttar Pradesh,bf2c18b15c3154b2e2d2fdf3caebe0e8,
"187, Sunny Heights Lane, Habak Batapora, 190006 Srinagar, India – Great location -",srinagar,India,,,,,,,34.15820933,,74.844414,,,The Oasis Srinagar,,,,27,Deluxe Double Room,,,,,http://www.booking.com/,Share,Jammu & Kashmir,6ae709facba2e34e526719096e8fb84b,
"CK. 7/148/155, Mohalla Siddheshwari, Sindhiya Ghat, Govindpura,, 221001 Varanasi, India – Show map",varanasi,India,,,,,,,25.31744236,,83.01961273,,,Hotel East View,,,,13,Deluxe Double Room,The Land Mark,,,,http://www.booking.com/,Share,Uttar Pradesh,6b9e6730648eb90be8346c7c8603dd62,
"ritching road, Lovedale, Ooty, 643003 Ooty, India – Great location -",ooty,India,,,,,,,11.38810644,,76.70698956,,,maple view resorts,,,,31,Double Room with Private Bathroom,Treebo Rosefield Heritage|Reflections Guest House|The Abode,,,,http://www.booking.com/,Share,Tamil Nadu,2b52f9f61889842830caa0238be9dca1,
"115,Muthukrushnan Street,(6th Street) Kotharinagar, Ramapuram, 600089 Chennai, India – Show map",chennai,India,,,,,,,13.03514981,,80.18487722,,,DS Guest House,,,,29,Apartment with Balcony,Rama Guest House,,,,http://www.booking.com/,Share,Tamil Nadu,eee5935c0aacdc8cbefa40d8f2d569cb,
"51 Hide Market Opp Old Sabji Mandi G.T Road, 143001 Amritsar, India – Show map",amritsar,India,,,,,,,31.63356568,,74.87532109,,,Bridgeview Guest House,,,,7,Deluxe Double Room (1 adult + 2 children),Hotel M.A. International|Hyatt Amritsar|Backpacker's Nest,,,,http://www.booking.com/,Share,Punjab,eb2f3a0404f89a3cd1c9ba2e131d8d90,
,calangute,India,,,,,,,15.55118934,,73.77336234,,,,,,,,Budget Double Room,,,,,http://www.booking.com/,,Goa,c5b3b28b956b3626aed6b21afe7fa141,
"Near Japanese Temple, Mastipur, Japanese Temple Rd, Bodhgaya, 824231 Bodh Gaya, India – Show map",bodh gaya,India,,,,,,,24.70357807,,84.9896603,,,Paradise Guest House,,,,16,Budget Double Room,Sibylle House,,,,http://www.booking.com/,Share,Bihar,988de008be405b574db1698ad4da2d22,
"Near Police Ground, Nagar Manmad Highway, 423109 Shirdi, India – Show map",shirdi,India,,,,,,,19.77002311,,74.4734023,,,Hotel Siddhant,,,,33,Deluxe Room,Hotel G-Square - Shirdi,,,,http://www.booking.com/,Share,Maharashtra,45ce394c8c1e75e4ac4a1519145a36df,
"Near Bus Stand Wyra Road, Balaji Nagar,, 507001 Khammam, India – Show map",khammam,India,,,,,,,17.25041014,,80.14495052,,,Hotel Kaveri,,,,22,Deluxe Double or Twin Room,Hotel Manorama Inn,,,,http://www.booking.com/,Share,Telangana,06389c9021a162611cf5f7107f6c7a95,
"Near Chungi Naka,Budha Pushkar Road,Pushkar - 305022,Ajmer (RAJ.), 305022 Pushkar, India – Show map",pushkar,India,,,,,,,26.49002472,,74.55345333,,,Hotel Dwarkadhish Palace,,,,10,Basic Triple Room with Shared Bathroom,Hotel White House,,,,http://www.booking.com/,Share,Rajasthan,0b5d79fddcccc2b3fcc1342a6b9451a5,
"No.210, Idumban Iteri Road South Annanagar Opp. to Eswara Pattar Temple, 624601 Palni, India – Great location -",,India,,,,,,,10.44435589,,77.52487475,,,Hotel Amirtham Inn,,,,22,Deluxe Double Room,Treebo Abirami Residency,,,,http://www.booking.com/,Share,Tamil Nadu,233012471d61cbda0b7fcf38f83e0f4e,
,new delhi,India,,,,,,,28.58636595,,77.18994569,,,,,,,,Deluxe Double Room with Balcony,,,,,http://www.booking.com/,,Delhi NCR,21880694029abca733832ea10c90bb80,
"Sadul Colony, Near P.B.M. Hospital X Ray Lane, Junagarh Fort, 334001 Bikaner, India – Show map",bikaner,India,,,,,,,28.01522006,,73.32324961,,,World Choice Bharat Premier Hotel,,,,29,Deluxe Double Room,Hotel Bharat Palace,,,,http://www.booking.com/,Share,Rajasthan,9fcad1bd3f09ce2894d49671cec7b1cb,
"Pattalam Road 1/2263, 682001 Cochin, India – Show map",cochin,India,,,,,,,9.960743033,,76.24252332,,,samaria homestay,,,,4,Standard Double Room,The Fort Bungalow|Aaron's Home Stay,,,,http://www.booking.com/,Share,Kerala,b3861d1c65415d58294119fe9811e525,
"Hiranandhani Parks, Triveni Academy, Vadakapattu Village,, 603204 Oragadam, India – Show map",oragadam,India,,,,,,,12.84317408,,79.94159818,,,The Lawns Indulgence Series,,,,6,Superior Single Room,,,,,http://www.booking.com/,Share,Tamil Nadu,1f7165187bcab9420bda650767b47b60,
,dona paula,India,,,,,,,15.45476236,,73.82416475,,,,,,,,Single Room with Private Bathroom,,,,,http://www.booking.com/,,Goa,686111a7f286b0a01df6a950b9690d72,
"200 Feet Bypass Road, Opposite Rajesh Motors(Ashok Leyland),Alwar-Bhiwadi Rd, Ranjeet Nagar, Daudpur, Alwar, Rajasthan, 301001 Alwar, India – Show map",alwar,India,,,,,,,27.58160269,,76.64664944,,,Maan Hotel And Restaurant,,,,9,Budget Double Room,Hotel Aashyana,,,,http://www.booking.com/,Share,Rajasthan,228b10dbfdc24d189d0d6ad7df4b8b34,
"1/13/115, Opposite Idgah, Civil Lines, 224001 Faizābād, India – Show map",faizābād,India,,,,,,,26.77518755,,82.13269204,,,Akash Yatri Niwas,,,,15,Single Bed in Mixed Dormitory Room,,,,,http://www.booking.com/,Share,Uttar Pradesh,def2c77eb87b9336a5563f86706be514,
"23C,Thornhill Road,Allahabad, 211001 Allahābād, India – Show map",allahābād,India,,,,,,,25.46022146,,81.83329958,,,The Legend,,,,42,Deluxe Room,Hotel Polo Max Allahabad|Kunjpur Guest House,,,,http://www.booking.com/,Share,Uttar Pradesh,d3b1321628c2edbca05ecbccdc020e10,
"Brein Nishat, Near Tulip Garden, State Bank Road, 191121 Srinagar, India – Show map",srinagar,India,,,,,,,34.09855914,,74.87785578,,,Hotel El Classics,,,,14,Deluxe Double Room,,,,,http://www.booking.com/,Share,Jammu & Kashmir,1ed50d57e2c918f66e8ab4918446f5a5,
"Kavanattinkara, 686563 Kumarakom, India – Show map",kumarakom,India,,,,,,,9.628709831,,76.42947371,,,Amrutham Houseboat 1,,,,1,Mobile Home,Lakesong Resort,,,,http://www.booking.com/,Share,Kerala,1c322c1d73897d0f60b896c2ed92659b,
"Puthenkulam, Paravoor, Kollam, 691302 Paravūr, India – Show map",paravūr,India,,,,,,,8.813898857,,76.71718646,,,Hotel Kaveri International,,,,15,Deluxe Double Room,,,,,http://www.booking.com/,Share,Kerala,99226740b755e6d3ccbab7f1b1d6b735,
"Toucan Plaza, 65 Residency Road, 560025 Bangalore, India – Show map",bangalore,India,,,,,,,12.97259172,,77.6089422,,,Octave Suites - Residency Rd,,,,20,Deluxe Suite,Ibis Bengaluru City Centre|Treebo Morgen Suites|juSTa MG Road,,,,http://www.booking.com/,Share,Karnataka,7a63479710fc9e6677f56a9f1d35dc03,
"HOTEL GRAND AMBA TELEPHONE EXCHANGE ROAD, 495001 Bilāspur, India – Show map",bilāspur,India,,,,,,,22.07664745,,82.1550858,,,Hotel Grand Amba,,,,30,Double Room with Private Bathroom,STARiHOTELS Bilaspur,,,,http://www.booking.com/,Share,Chhattisgarh,8f6818e4f47509468f7033524d108113,
,kolkata,India,,,,,,,22.56380242,,88.37253713,,,,,,,,Apartment with Balcony,,,,,http://www.booking.com/,,West Bengal,113a7a9608d58bd6805e72c26148ecc8,
"1/13/115, Opposite Idgah, Civil Lines, 224001 Faizābād, India – Show map",faizābād,India,,,,,,,26.77518755,,82.13269204,,,Akash Yatri Niwas,,,,15,Single Bed in Mixed Dormitory Room,,,,,http://www.booking.com/,Share,Uttar Pradesh,00b208eaaf81f840cd19401418fbf4ae,
"7/110 C Swaroop Nagar, 208002 Kānpur, India – Show map",kānpur,India,,,,,,,26.48374169,,80.32047898,,,The Millionaire Suites,,,,18,Deluxe Double Room,,,,,http://www.booking.com/,Share,Uttar Pradesh,341aefca620d001afcbcd823252d6f96,
"Vill. Behman Diwana NH-15, Beside HP Petrol Pump, 151001 Bathinda, India – Show map",bathinda,India,,,,,,,30.23379521,,74.85949016,,,SherePunjab Hotel,,,,12,Deluxe Double Room (2 Adults + 1 Child),Hotel Amsun Pride,,,,http://www.booking.com/,Share,Punjab,d2733ec689ebf400e6a335030e60fec9,
"harmony elite,street no 3,partika nagar,madhapur, 500081 Hyderabad, India – Show map",hyderabad,India,,,,,,,17.44525287,,78.38113658,,,Prestige Service Apartment,,,,22,Standard Double Room,The Park Hyderabad,,,,http://www.booking.com/,Share,Telangana,2ee18f1bd45adef48320d33673751201,
"Chichoga Village , P.O.Manali Near Hotel Vintage, Aleo, 175131 Manāli, India – This neighbourhood is a great choice for travellers interested in sightseeing, mountains, and nature – Check location Show map",manāli,India,,,,,,,32.24072136,,77.19269401,,,Hotel Mai Vrindavan,,,,11,Superior Double Room,The Sunshine Heritage,,,,http://www.booking.com/,Share,Himachal Pradesh,3402a52d0d27b9d7b08b7deab1b30890,Aleo
"Above Dezire Showroom, 1st, Flr. Novagully, Varca, Salcette, Goa, 403721 Varca, India – Show map",varca,India,,,,,,,15.23621035,,73.94311398,,,F. D. Dezire,,,,2,One-Bedroom Apartment,Veeniola Holiday Home,,,,http://www.booking.com/,Share,Goa,6374ba1151f995792bd5b1d97a2f4136,
"55, Netaji Road, 625001 Madurai, India – Show map",madurai,India,,,,,,,9.916559326,,78.11345983,,,BG Residency,,,,7,Budget Double Room,Rani Mangammal Residencies|Purpletree Place West Marret|Lake View Hotel,,,,http://www.booking.com/,Share,Tamil Nadu,dd05ac6f9f3cb668dba15c535f0850da,
,new delhi,India,,,,,,,28.58636595,,77.18994569,,,,,,,,Deluxe Double Room,,,,,http://www.booking.com/,,Delhi NCR,16dacf0b6010db6bcdc4990f8615e1f5,
"3438, 4th Cross Road, 10th Main, 2nd Stage , Indira Nagar, Bengaluru,, Indiranagar, 560038 Bangalore, India – This neighbourhood is a great choice for travellers interested in pubs, warm weather, and friendly people – Check location Show map",bangalore,India,,,,,,,12.97149877,,77.64329055,,,Amigo Serviced Apartment - IndiraNagar,,,,17,Apartment,Tristar Service Apartments,,,,http://www.booking.com/,Share,Karnataka,958f469d9038d8fb5ba90bdda5dd87ea,Indiranagar
"Model Town,The Mall,Kullu, 175131 Manāli, India – Great location -",manāli,India,,,,,,,32.24265791,,77.18801827,,,Nirankari Group Of Hotels The Mall,,,,32,Super Deluxe Double Room,Sparsh Resort|The Sunshine Heritage,,,,http://www.booking.com/,Share,Himachal Pradesh,06a32ac2c6c0a4c74e8d5e58577c8155,
"Log Hut Area Near Hadimba Temple, Old Manali, 175131 Manāli, India – This neighbourhood is a great choice for travellers interested in tranquility, ambiance, and nature walks – Check location Show map",manāli,India,,,,,,,32.24997928,,77.18031177,,,Pitambera Cottage,,,,5,Deluxe Double Room with Balcony,Rock Top Inn & Cafe|Kanyal Heights|Indraprastha Cottages,,,,http://www.booking.com/,Share,Himachal Pradesh,9c296b46e0c16186ef700d0bb56347c3,Old Manali
"Bazar no.1 Ramganjmandi near railway station, 326519 Rāmganj Mandi, India – Show map",rāmganj mandi,India,,,,,,,24.6411467,,75.93889475,,,Hotel Maharaja Palace,,,,43,Standard Double or Twin Room with Balcony,,,,,http://www.booking.com/,Share,Rajasthan,5055b50a0ad30f6d096b964e65e0c412,
"Nortels Sholinganullur, No 1, Thiruvalluvar Salai, Kumaran Nagar, Sholinganullur,, 600096 Chennai, India – Show map",chennai,India,,,,,,,12.97188267,,80.24903566,,,FabHotel OMR Sholinganullur,,,,25,Three-Bedroom Villa,The Town Hall,,,,http://www.booking.com/,Share,Tamil Nadu,b171467cc76e274c29a6a67bc3f34963,
"Near national public school, Fatehpur road, mandawa Jhunjhunu, rajasthan,India, 333001 Mandāwa, India – Show map",mandāwa,India,,,,,,,28.05401233,,75.14528811,,,Hotel Royal Rest,,,,5,Deluxe Double Room,"Hotel Radhika Haveli, Mandawa",,,,http://www.booking.com/,Share,Rajasthan,92bb7d2b1479a7d2024c6014a6f65e58,
"NH 49, Kochi - Madurai, Iruttukanam Near Elephant Camp, 685561 Munnar, India – Great location -",munnar,India,,,,,,,10.01809106,,77.01049492,,,Mistletoe Homestay & Cafe,,,,5,Deluxe Double Room with Extra Bed,Green Magic Home,,,,http://www.booking.com/,Share,Kerala,701023b8e24b3cf03bfeb08578b0b4ec,
